"ec_longitude","ec_latitude","ibge_geometry"
"-38.33394","-12.71519","[[[-48.583599502, -27.16433991], [-48.5830055229999, -27.165359452], [-48.582913334, -27.165516716], [-48.581855837, -27.1673283919999], [-48.5792978809999, -27.171712493], [-48.578922857, -27.1723552509999], [-48.575952829, -27.177445607], [-48.571116805, -27.185734109], [-48.571838358, -27.1857844039999], [-48.5725353449999, -27.1858724209999], [-48.573039627, -27.1859604369999], [-48.5735471199999, -27.18603912], [-48.574184922, -27.1861523919999], [-48.574646763, -27.186178313], [-48.575105746, -27.1861838029999], [-48.575437015, -27.186086227], [-48.575501651, -27.186086213], [-48.5755649709999, -27.186109174], [-48.575641558, -27.1861501569999], [-48.575720761, -27.186234144], [-48.5760053029999, -27.186744862], [-48.5761441509999, -27.1869061369999], [-48.57631319, -27.187015694], [-48.576385992, -27.187047472], [-48.5764449449999, -27.187093714], [-48.576495699, -27.187139766], [-48.576534704, -27.187196345], [-48.576605187, -27.187381084], [-48.576686477, -27.187497478], [-48.576796776, -27.1876051789999], [-48.5770242639999, -27.187788741], [-48.5773013199999, -27.187955019], [-48.57763155, -27.1880804539999], [-48.5779237529999, -27.188231155], [-48.5781425399999, -27.188422104], [-48.5782780179999, -27.188508315], [-48.578561726, -27.188736778], [-48.5786779809999, -27.188866134], [-48.578917898, -27.189113892], [-48.57904887, -27.189469795], [-48.579055377, -27.1896104579999], [-48.579085455, -27.1897007269999], [-48.5791583829999, -27.1897772899999], [-48.5792839, -27.189881734], [-48.579890951, -27.1902557729999], [-48.580181797, -27.1903586], [-48.58042125, -27.190483617], [-48.5807164629999, -27.190743648], [-48.580990156, -27.19103202], [-48.581149979, -27.19121545], [-48.5812541019999, -27.191379605], [-48.581432207, -27.1915852389999], [-48.5815182919999, -27.1916640709999], [-48.581862659, -27.191923699], [-48.584748659, -27.1876012619999], [-48.5861132269999, -27.1851976799999], [-48.586851295, -27.183841373], [-48.587640856, -27.1822103709999], [-48.587975561, -27.18100858], [-48.588035637, -27.1795921839999], [-48.588241609, -27.1779440139999], [-48.589477444, -27.176759391], [-48.590550218, -27.175986811], [-48.5913826899999, -27.175282905], [-48.591992025, -27.174656257], [-48.5922151619999, -27.174390146], [-48.592386806, -27.174115451], [-48.592532703, -27.1738922609999], [-48.592738675, -27.1736862399999], [-48.59295323, -27.1734716349999], [-48.59303047, -27.1732741979999], [-48.593073381, -27.1731282659999], [-48.593124874, -27.173051008], [-48.593266241, -27.1729678309999], [-48.593312376, -27.172941153], [-48.593372678, -27.172906284], [-48.593454234, -27.1728578349999], [-48.593562565, -27.1727934809999], [-48.593794284, -27.172656134], [-48.593931599, -27.1725874599999], [-48.5941032429999, -27.1725874599999], [-48.5942577229999, -27.1726046279999], [-48.594317798, -27.1725788759999], [-48.594455113, -27.172450112], [-48.594583846, -27.172312765], [-48.5946439209999, -27.172304181], [-48.5947983999999, -27.1723385179999], [-48.595115941, -27.1723900229999], [-48.59550214, -27.17242436], [-48.5957510229999, -27.17242436], [-48.5959312489999, -27.1723986069999], [-48.59617155, -27.172329933], [-48.5962659539999, -27.172295596], [-48.596334612, -27.172226923], [-48.5963775229999, -27.1721496649999], [-48.596420434, -27.172132496], [-48.5964976729999, -27.1721668329999], [-48.596746557, -27.1718320489999], [-48.59687529, -27.171574522], [-48.5969954399999, -27.1712054], [-48.597192831, -27.17093929], [-48.5972786519999, -27.170741853], [-48.59734731, -27.1705100789999], [-48.597373057, -27.1703555629999], [-48.597373057, -27.1701667099999], [-48.5976905969999, -27.1697890039999], [-48.59797381, -27.169488556], [-48.598154036, -27.169273951], [-48.5982656039999, -27.169153772], [-48.5983428439999, -27.1690593449999], [-48.5984849719999, -27.1688897949999], [-48.5982688189999, -27.168765037], [-48.598091639, -27.1686505919999], [-48.5979377739999, -27.1685791749999], [-48.597817434, -27.168504276], [-48.5977998119999, -27.16848828], [-48.597788091, -27.16847444], [-48.597784186, -27.1684458309999], [-48.597786675, -27.1684310269999], [-48.5978054239999, -27.168382456], [-48.597927176, -27.1682583479999], [-48.597983642, -27.1681964379999], [-48.5980370619999, -27.1681378669999], [-48.5980479369999, -27.168110944], [-48.598052294, -27.168085037], [-48.598045994, -27.1680516659999], [-48.598036049, -27.167984707], [-48.598039785, -27.167958153], [-48.598051012, -27.167933869], [-48.598086622, -27.1679075759999], [-48.5981541529999, -27.1678442529999], [-48.5982443729999, -27.1677686269999], [-48.598312527, -27.167718581], [-48.598353624, -27.167696898], [-48.5983918109999, -27.167672104], [-48.598422586, -27.167639591], [-48.598487185, -27.167574488], [-48.598521075, -27.167545106], [-48.5986219399999, -27.167470018], [-48.598708787, -27.1674076969999], [-48.598788101, -27.167338964], [-48.5988256209999, -27.1672931579999], [-48.598852915, -27.1672618119999], [-48.598887367, -27.167238901], [-48.59893069, -27.167218034], [-48.598980447, -27.167195036], [-48.5990856719999, -27.1671443179999], [-48.599139669, -27.1671150729999], [-48.599171284, -27.1670936529999], [-48.5991933079999, -27.1670663089999], [-48.5992115339999, -27.1670246269999], [-48.599235312, -27.1669455959999], [-48.5992618779999, -27.166874589], [-48.5992917849999, -27.1667916119999], [-48.599303262, -27.1667324819999], [-48.5993104149999, -27.166688069], [-48.5993095759999, -27.166670042], [-48.599342608, -27.166446127], [-48.5993627189999, -27.1663606399999], [-48.5993887719999, -27.1663236699999], [-48.5994297349999, -27.1662911949999], [-48.599468913, -27.166267862], [-48.599479569, -27.16624969], [-48.5994623789999, -27.166167243], [-48.599450895, -27.166076688], [-48.59946209, -27.166033112], [-48.599539004, -27.1659133219999], [-48.599646686, -27.165677267], [-48.599827961, -27.165367983], [-48.599863988, -27.165277906], [-48.599892769, -27.165175666], [-48.5999462359999, -27.165058991], [-48.600046963, -27.1648307359999], [-48.6001104859999, -27.1646307999999], [-48.6001257299999, -27.164518523], [-48.600138301, -27.1643156109999], [-48.6001261229999, -27.164100855], [-48.600111268, -27.1638121509999], [-48.6000942169999, -27.163670242], [-48.600082926, -27.163510946], [-48.6000734259999, -27.163322611], [-48.600059775, -27.1631296809999], [-48.6000487009999, -27.1630571539999], [-48.600057282, -27.163008271], [-48.600116713, -27.1629292449999], [-48.600255491, -27.162760518], [-48.600325954, -27.162657741], [-48.600438685, -27.162530945], [-48.600517727, -27.162401862], [-48.6005730319999, -27.162364571], [-48.600607623, -27.1623459039999], [-48.60062141, -27.1623307309999], [-48.600621315, -27.1623100259999], [-48.600604984, -27.162267857], [-48.600604844, -27.16221085], [-48.600607017, -27.1621092939999], [-48.600610748, -27.16200034], [-48.6006080719999, -27.161912156], [-48.6006171879999, -27.161736608], [-48.6006413759999, -27.16150282], [-48.600657971, -27.1613573389999], [-48.600650215, -27.1611592629999], [-48.6006407479999, -27.1611439549999], [-48.6005573809999, -27.1610741719999], [-48.6004999899999, -27.161010033], [-48.600475963, -27.1609683679999], [-48.6004398919999, -27.1608756049999], [-48.600436407, -27.160847341], [-48.600450254, -27.160782535], [-48.600457343, -27.1607188159999], [-48.6004500829999, -27.1606950359999], [-48.600413621, -27.1606679129999], [-48.600302195, -27.1605874109999], [-48.6002181699999, -27.160523779], [-48.600117348, -27.160426447], [-48.600091995, -27.1604151729999], [-48.600054449, -27.160407305], [-48.600007322, -27.1604064979999], [-48.5998732269999, -27.1604162309999], [-48.599818086, -27.1604122749999], [-48.599749097, -27.16039689], [-48.599578922, -27.160339473], [-48.5994752139999, -27.160297826], [-48.5994493819999, -27.16027751], [-48.599430366, -27.160253395], [-48.599420879, -27.160224624], [-48.5994244239999, -27.1602005949999], [-48.599454067, -27.1601530309999], [-48.599518179, -27.1600683079999], [-48.599540066, -27.1600230339999], [-48.599547861, -27.159973481], [-48.599494696, -27.159845627], [-48.5994713219999, -27.159771527], [-48.5994547409999, -27.159649288], [-48.599437155, -27.159502173], [-48.5994315579999, -27.159456855], [-48.598707463, -27.159255774], [-48.5984080379999, -27.1591712969999], [-48.5975534039999, -27.158910646], [-48.596873318, -27.1587144289999], [-48.59632296, -27.1585519079999], [-48.5949625609999, -27.1581546639999], [-48.594268724, -27.1579335869999], [-48.595923937, -27.159031382], [-48.596908143, -27.159698987], [-48.596899572, -27.159705754], [-48.596864469, -27.1597372599999], [-48.5966978439999, -27.1598868099999], [-48.596152429, -27.1603325139999], [-48.595686024, -27.160706435], [-48.595435859, -27.1609051], [-48.595214138, -27.161077392], [-48.594914059, -27.16130607], [-48.5947494119999, -27.161420015], [-48.594651314, -27.1615184309999], [-48.594339807, -27.1618457819999], [-48.594106513, -27.162063222], [-48.593806838, -27.162272211], [-48.593604672, -27.162416585], [-48.593505944, -27.1624914559999], [-48.5932280499999, -27.1627204179999], [-48.593203348, -27.162742593], [-48.59319033, -27.16276026], [-48.5931799049999, -27.162804341], [-48.593167777, -27.1628295579999], [-48.593147329, -27.1628499249999], [-48.593086727, -27.1628761919999], [-48.593020801, -27.162905195], [-48.593000259, -27.162920169], [-48.5928087629999, -27.1631070989999], [-48.592699791, -27.1632204119999], [-48.592603434, -27.163293149], [-48.5924914239999, -27.163359026], [-48.592416691, -27.163405768], [-48.592385411, -27.163426407], [-48.5922272999999, -27.1635790679999], [-48.592064632, -27.163698691], [-48.5918027289999, -27.163963189], [-48.5917124659999, -27.164046388], [-48.591694933, -27.1640781039999], [-48.591667479, -27.1641303659999], [-48.5915537829999, -27.164462816], [-48.5914417449999, -27.164787126], [-48.591431518, -27.1648179549999], [-48.591432277, -27.164838281], [-48.591451153, -27.1649059609999], [-48.591452074, -27.164918808], [-48.5914505339999, -27.164934817], [-48.5914065809999, -27.164976828], [-48.5913723269999, -27.1650125899999], [-48.5913451329999, -27.165053819], [-48.5913062449999, -27.165189503], [-48.591244091, -27.165410816], [-48.591163986, -27.165686864], [-48.591102152, -27.1658932139999], [-48.591062321, -27.1660211299999], [-48.591043978, -27.166095653], [-48.5909587849999, -27.166275942], [-48.590875405, -27.166480319], [-48.590793574, -27.166670122], [-48.5907780109999, -27.1667014619999], [-48.5907377309999, -27.1668027009999], [-48.590673577, -27.166942467], [-48.5906129049999, -27.1670706579999], [-48.590580753, -27.1671456409999], [-48.5905258999999, -27.1672624089999], [-48.5904808, -27.1673753109999], [-48.590443407, -27.167464405], [-48.59043394, -27.167478574], [-48.5904258209999, -27.1674908649999], [-48.590414392, -27.1675049999999], [-48.590399337, -27.167517709], [-48.590379319, -27.167527895], [-48.5903257099999, -27.167536496], [-48.59026978, -27.167542719], [-48.590164827, -27.1675700289999], [-48.590083208, -27.167592645], [-48.5900219709999, -27.167611096], [-48.589994012, -27.167625765], [-48.589948954, -27.1676486269999], [-48.589922733, -27.167673318], [-48.589863916, -27.167721603], [-48.589821134, -27.1677680829999], [-48.589778367, -27.167820331], [-48.589735063, -27.1678625079999], [-48.5896818689999, -27.167904071], [-48.5895768629999, -27.167989118], [-48.589487629, -27.168047862], [-48.589454884, -27.1680701019999], [-48.5893959159999, -27.168142862], [-48.589350918, -27.168205722], [-48.589330436, -27.168233538], [-48.589321233, -27.1682602069999], [-48.589320195, -27.168266273], [-48.589318659, -27.1682752529999], [-48.58931897, -27.168295713], [-48.5893207949999, -27.168315529], [-48.589338943, -27.168347244], [-48.589346755, -27.168367835], [-48.589364937, -27.1683946389999], [-48.589432229, -27.168463049], [-48.5894642329999, -27.168510211], [-48.5894815149999, -27.168536708], [-48.589506494, -27.168575007], [-48.5885308219999, -27.168928922], [-48.587592957, -27.168035684], [-48.587234912, -27.167678322], [-48.586631693, -27.1671088369999], [-48.586187589, -27.1667005849999], [-48.584358342, -27.1650157459999], [-48.583599502, -27.16433991]]]"
"-38.33394","-12.71519","[[[-48.586532312, -27.157211307], [-48.5864153379999, -27.1572413609999], [-48.5859652999999, -27.157383753], [-48.5855444709999, -27.1575422349999], [-48.5850792049999, -27.15776067], [-48.5845716929999, -27.158019311], [-48.5843039969999, -27.158176334], [-48.5838999169999, -27.158412669], [-48.5834466599999, -27.1587452109999], [-48.5827450849999, -27.1593686059999], [-48.582416967, -27.1596916149999], [-48.58201251, -27.1600856319999], [-48.5818967599999, -27.160201925], [-48.581670615, -27.1604452139999], [-48.581526438, -27.1605947859999], [-48.5808275489999, -27.161282297], [-48.580714568, -27.161364555], [-48.5805457079999, -27.161423945], [-48.58063822, -27.1615114219999], [-48.580856734, -27.161713166], [-48.581309243, -27.162157704], [-48.581587644, -27.1624236239999], [-48.58190934, -27.16275976], [-48.582226879, -27.1630937749999], [-48.5826922059999, -27.163532921], [-48.582987488, -27.163798497], [-48.583273639, -27.164049806], [-48.583599502, -27.16433991], [-48.584358342, -27.1650157459999], [-48.586187589, -27.1667005849999], [-48.586631693, -27.1671088369999], [-48.587234912, -27.167678322], [-48.587592957, -27.168035684], [-48.5885308219999, -27.168928922], [-48.589506494, -27.168575007], [-48.5894815149999, -27.168536708], [-48.5894642329999, -27.168510211], [-48.589432229, -27.168463049], [-48.589364937, -27.1683946389999], [-48.589346755, -27.168367835], [-48.589338943, -27.168347244], [-48.5893207949999, -27.168315529], [-48.58931897, -27.168295713], [-48.589318659, -27.1682752529999], [-48.589320195, -27.168266273], [-48.589321233, -27.1682602069999], [-48.589330436, -27.168233538], [-48.589350918, -27.168205722], [-48.5893959159999, -27.168142862], [-48.589454884, -27.1680701019999], [-48.589487629, -27.168047862], [-48.5895768629999, -27.167989118], [-48.5896818689999, -27.167904071], [-48.589735063, -27.1678625079999], [-48.589778367, -27.167820331], [-48.589821134, -27.1677680829999], [-48.589863916, -27.167721603], [-48.589922733, -27.167673318], [-48.589948954, -27.1676486269999], [-48.589994012, -27.167625765], [-48.5900219709999, -27.167611096], [-48.590083208, -27.167592645], [-48.590164827, -27.1675700289999], [-48.59026978, -27.167542719], [-48.5903257099999, -27.167536496], [-48.590379319, -27.167527895], [-48.590399337, -27.167517709], [-48.590414392, -27.1675049999999], [-48.5904258209999, -27.1674908649999], [-48.59043394, -27.167478574], [-48.590443407, -27.167464405], [-48.5904808, -27.1673753109999], [-48.5905258999999, -27.1672624089999], [-48.590580753, -27.1671456409999], [-48.5906129049999, -27.1670706579999], [-48.590673577, -27.166942467], [-48.5907377309999, -27.1668027009999], [-48.5907780109999, -27.1667014619999], [-48.590793574, -27.166670122], [-48.590875405, -27.166480319], [-48.5909587849999, -27.166275942], [-48.591043978, -27.166095653], [-48.591062321, -27.1660211299999], [-48.591102152, -27.1658932139999], [-48.591163986, -27.165686864], [-48.591244091, -27.165410816], [-48.5913062449999, -27.165189503], [-48.5913451329999, -27.165053819], [-48.5913723269999, -27.1650125899999], [-48.5914065809999, -27.164976828], [-48.5914505339999, -27.164934817], [-48.591452074, -27.164918808], [-48.591451153, -27.1649059609999], [-48.591432277, -27.164838281], [-48.591431518, -27.1648179549999], [-48.5914417449999, -27.164787126], [-48.5915537829999, -27.164462816], [-48.591667479, -27.1641303659999], [-48.591694933, -27.1640781039999], [-48.5917124659999, -27.164046388], [-48.5918027289999, -27.163963189], [-48.592064632, -27.163698691], [-48.5922272999999, -27.1635790679999], [-48.592385411, -27.163426407], [-48.592416691, -27.163405768], [-48.5924914239999, -27.163359026], [-48.592603434, -27.163293149], [-48.592699791, -27.1632204119999], [-48.5928087629999, -27.1631070989999], [-48.593000259, -27.162920169], [-48.593020801, -27.162905195], [-48.593086727, -27.1628761919999], [-48.593147329, -27.1628499249999], [-48.593167777, -27.1628295579999], [-48.5931799049999, -27.162804341], [-48.59319033, -27.16276026], [-48.593203348, -27.162742593], [-48.5932280499999, -27.1627204179999], [-48.593505944, -27.1624914559999], [-48.593604672, -27.162416585], [-48.593806838, -27.162272211], [-48.594106513, -27.162063222], [-48.594339807, -27.1618457819999], [-48.594651314, -27.1615184309999], [-48.5947494119999, -27.161420015], [-48.594914059, -27.16130607], [-48.595214138, -27.161077392], [-48.595435859, -27.1609051], [-48.595686024, -27.160706435], [-48.596152429, -27.1603325139999], [-48.5966978439999, -27.1598868099999], [-48.596864469, -27.1597372599999], [-48.596899572, -27.159705754], [-48.596908143, -27.159698987], [-48.595923937, -27.159031382], [-48.594268724, -27.1579335869999], [-48.5932701529999, -27.157664186], [-48.5924474559999, -27.157436494], [-48.5916209659999, -27.1571873839999], [-48.591107842, -27.157064888], [-48.59067192, -27.156988897], [-48.590204547, -27.1569307419999], [-48.5897351309999, -27.156876398], [-48.589352284, -27.156867495], [-48.589003143, -27.1568668159999], [-48.588526453, -27.156884326], [-48.588098303, -27.156912189], [-48.5877636549999, -27.156951308], [-48.586986173, -27.157094695], [-48.586532312, -27.157211307]]]"
"-38.33394","-12.71519","[[[-48.5823558779999, -27.156835542], [-48.582114636, -27.157184694], [-48.581791697, -27.1576581589999], [-48.581549722, -27.158015936], [-48.580786529, -27.159096969], [-48.5807013899999, -27.15922204], [-48.580458036, -27.159646913], [-48.58040593, -27.1598856749999], [-48.580467184, -27.1602645319999], [-48.580567307, -27.1609195619999], [-48.580569655, -27.1610917639999], [-48.5805780699999, -27.161247025], [-48.5805457079999, -27.161423945], [-48.580714568, -27.161364555], [-48.5808275489999, -27.161282297], [-48.581526438, -27.1605947859999], [-48.581670615, -27.1604452139999], [-48.5818967599999, -27.160201925], [-48.58201251, -27.1600856319999], [-48.582416967, -27.1596916149999], [-48.5827450849999, -27.1593686059999], [-48.5834466599999, -27.1587452109999], [-48.5838999169999, -27.158412669], [-48.5843039969999, -27.158176334], [-48.5845716929999, -27.158019311], [-48.5850792049999, -27.15776067], [-48.5855444709999, -27.1575422349999], [-48.5859652999999, -27.157383753], [-48.5864153379999, -27.1572413609999], [-48.586532312, -27.157211307], [-48.5860064739999, -27.1568407789999], [-48.585224705, -27.156290822], [-48.583573633, -27.1552160049999], [-48.583509901, -27.155122025], [-48.5830978939999, -27.1557695619999], [-48.5828087429999, -27.156200961], [-48.5823558779999, -27.156835542]]]"
"-38.33394","-12.71519","[[[-48.575826696, -27.1574693869999], [-48.576159828, -27.1578262789999], [-48.576577098, -27.1581817109999], [-48.5768930629999, -27.158462304], [-48.5773226219999, -27.1588049449999], [-48.5777065789999, -27.159117104], [-48.577850895, -27.1592471229999], [-48.578901264, -27.1601336209999], [-48.57904429, -27.1602528889999], [-48.5793701599999, -27.1605145199999], [-48.579829166, -27.1608928009999], [-48.580058149, -27.1610736869999], [-48.5804201949999, -27.161348956], [-48.5805457079999, -27.161423945], [-48.5805780699999, -27.161247025], [-48.580569655, -27.1610917639999], [-48.580567307, -27.1609195619999], [-48.580467184, -27.1602645319999], [-48.58040593, -27.1598856749999], [-48.580190418, -27.159696912], [-48.5797245919999, -27.15928171], [-48.57951538, -27.159109073], [-48.580004499, -27.158618293], [-48.579882416, -27.157204126], [-48.57952031, -27.157213521], [-48.57926343, -27.157298248], [-48.5788272299999, -27.1569867379999], [-48.5784724609999, -27.1566831379999], [-48.57833712, -27.156626815], [-48.57814726, -27.156651352], [-48.5775994049999, -27.156758179], [-48.576899634, -27.1569545199999], [-48.576275353, -27.157210027], [-48.575826696, -27.1574693869999]]]"
"-38.33394","-12.71519","[[[-48.575087024, -27.156364649], [-48.575436316, -27.156894721], [-48.575819054, -27.157315737], [-48.575826696, -27.1574693869999], [-48.576275353, -27.157210027], [-48.576899634, -27.1569545199999], [-48.5775994049999, -27.156758179], [-48.57814726, -27.156651352], [-48.57833712, -27.156626815], [-48.5784724609999, -27.1566831379999], [-48.5788272299999, -27.1569867379999], [-48.57926343, -27.157298248], [-48.57952031, -27.157213521], [-48.579882416, -27.157204126], [-48.580264599, -27.1566593599999], [-48.5797492299999, -27.156272991], [-48.578944104, -27.155705435], [-48.578406796, -27.1553282689999], [-48.577920352, -27.154984208], [-48.577420376, -27.154630465], [-48.5769208959999, -27.1542681459999], [-48.575087024, -27.156364649]]]"
"-38.33394","-12.71519","[[[-48.559367336, -27.157436129], [-48.559960765, -27.157551973], [-48.559970565, -27.157759659], [-48.5599907279999, -27.157916784], [-48.560027329, -27.158004171], [-48.560166301, -27.1582188849999], [-48.560298374, -27.158152029], [-48.5604002979999, -27.15810048], [-48.560719798, -27.158582257], [-48.5616614689999, -27.16006343], [-48.562045024, -27.1606719989999], [-48.562570192, -27.161493687], [-48.5618216569999, -27.161853203], [-48.562625477, -27.163277642], [-48.5634511609999, -27.162864085], [-48.5639618989999, -27.162601595], [-48.564531153, -27.162304787], [-48.563936167, -27.161362519], [-48.5636496879999, -27.1609341139999], [-48.562748604, -27.159524857], [-48.562214675, -27.1586806129999], [-48.562056072, -27.1584300019999], [-48.561793311, -27.157915444], [-48.5621223329999, -27.157982299], [-48.5626448859999, -27.1580895609999], [-48.562499596, -27.157943073], [-48.562178205, -27.157802696], [-48.56186695, -27.1576598779999], [-48.561436408, -27.15746337], [-48.5611321009999, -27.157339393], [-48.560887045, -27.15725574], [-48.560749958, -27.157227732], [-48.5606291789999, -27.1572197149999], [-48.560605858, -27.1572179569999], [-48.5604202279999, -27.1572141739999], [-48.560270783, -27.157244759], [-48.560019655, -27.1573205459999], [-48.5598540409999, -27.157337351], [-48.559740592, -27.1573392029999], [-48.5594969759999, -27.1573836009999], [-48.559367336, -27.157436129]]]"
"-38.33394","-12.71519","[[[-48.563936167, -27.161362519], [-48.564531153, -27.162304787], [-48.5639618989999, -27.162601595], [-48.5634511609999, -27.162864085], [-48.562625477, -27.163277642], [-48.5627814919999, -27.1635432419999], [-48.562916565, -27.1637098589999], [-48.5630753839999, -27.163847533], [-48.563287837, -27.1640319859999], [-48.563463391, -27.1641944259999], [-48.563598504, -27.164334776], [-48.563710815, -27.1644848129999], [-48.563864236, -27.16470465], [-48.564101073, -27.165131093], [-48.564370847, -27.165540155], [-48.5645090799999, -27.1657159829999], [-48.564656849, -27.1659032599999], [-48.5647427869999, -27.16595173], [-48.5648211439999, -27.165997161], [-48.564912264, -27.1660344279999], [-48.564982358, -27.166073344], [-48.565270448, -27.1664455289999], [-48.5655894669999, -27.166928674], [-48.565941696, -27.167458514], [-48.566012251, -27.167295915], [-48.56605357, -27.166921713], [-48.5660603439999, -27.166657534], [-48.566083756, -27.1659328019999], [-48.566098841, -27.165306352], [-48.5660632889999, -27.164858867], [-48.566037254, -27.1646710529999], [-48.5660011959999, -27.163554226], [-48.56596867, -27.1631081899999], [-48.56593265, -27.162296145], [-48.565946185, -27.162088131], [-48.5659558039999, -27.1619630609999], [-48.5659856299999, -27.1618570479999], [-48.566014023, -27.1617954119999], [-48.5660453049999, -27.1617519919999], [-48.5661163999999, -27.16167906], [-48.566187911, -27.161582793], [-48.5656755169999, -27.160784292], [-48.565603417, -27.1606550619999], [-48.565530657, -27.1605711939999], [-48.5654192109999, -27.160522558], [-48.5652931349999, -27.1606221769999], [-48.565245843, -27.1606750789999], [-48.564995223, -27.1608202689999], [-48.564471757, -27.1610871999999], [-48.563936167, -27.161362519]]]"
